timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,efi_light,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,trigger_event,raw_hex
1789379144.0686,0.000,0.0,0.0,3.14,0.00,8.50,2.73,0.0,101.3,4.57,12.50,0.000,35.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379144.3407,0.272,0.0,0.0,3.14,0.00,8.50,2.73,0.0,101.3,2.08,12.50,0.000,77.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379144.6356,0.567,0.0,0.0,3.14,0.00,8.50,2.73,0.0,101.3,2.08,12.50,0.000,77.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379144.9267,0.858,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379145.2366,1.168,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379145.5351,1.466,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379145.9894,1.921,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379146.2891,2.220,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379146.5776,2.509,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379146.8558,2.787,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379147.2953,3.227,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379147.5845,3.516,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379148.0103,3.942,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789379148.2873,4.219,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.16,12.50,0.000,77.0,50.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
