timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,efi_light,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,trigger_event,raw_hex
1789375681.0702,0.000,0.0,0.0,3.14,0.00,8.50,2.73,0.0,101.3,4.57,12.50,0.000,35.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375681.3510,0.281,0.0,0.0,3.14,0.00,8.50,2.73,0.0,101.3,2.32,12.50,0.000,69.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375681.6565,0.586,0.0,0.0,3.14,0.00,8.50,2.73,0.0,101.3,2.32,12.50,0.000,69.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375681.9582,0.888,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375682.2462,1.176,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375682.5330,1.463,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375682.9669,1.897,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375683.3120,2.242,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375683.5948,2.525,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375683.8934,2.823,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375684.3498,3.280,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375684.6172,3.547,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375685.0614,3.991,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375685.3313,4.261,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375685.6040,4.534,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375685.9167,4.847,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375686.2267,5.156,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375686.4967,5.427,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375686.9600,5.890,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375687.2333,6.163,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375687.5038,6.434,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375687.8100,6.740,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375688.2589,7.189,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375688.5275,7.457,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375689.0167,7.946,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375689.3430,8.273,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789375689.6139,8.544,0.0,0.0,3.14,0.00,8.50,2.73,23.1,101.3,4.40,12.50,0.000,69.0,46.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
