timestamp,elapsed_sec,rpm,tps_pct,battery_volts,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker
1789318598.0546,-2.066,1336.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.1257,-1.995,1347.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.1968,-1.924,1358.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.2678,-1.853,1369.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.3390,-1.782,1378.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.4115,-1.710,1385.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.4828,-1.638,1389.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.5539,-1.567,1389.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.6247,-1.496,1387.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.6958,-1.425,1381.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.7668,-1.354,1373.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.8375,-1.284,1363.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.9084,-1.213,1352.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318598.9808,-1.140,1341.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.0519,-1.069,1330.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.1231,-0.998,1464.0,1.18,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.1942,-0.927,1646.5,3.14,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.2652,-0.856,1831.5,5.10,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.3362,-0.785,2019.2,7.45,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.4072,-0.714,2210.5,9.41,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.4782,-0.643,2405.0,11.37,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.5511,-0.570,2607.0,13.33,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.6217,-0.499,2804.5,15.29,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.6929,-0.428,3005.0,17.25,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.7642,-0.357,3206.2,19.22,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.8352,-0.286,3405.8,21.18,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789318599.9062,-0.215,3603.5,23.14,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318599.9770,-0.144,3798.8,25.10,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318600.0480,-0.073,3991.5,27.06,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318600.1210,0.000,4186.8,29.41,14.10,79.0,24.0,1,1,0,0,0,0,33,>>> TRIGGER_A_FAULT_DTC
1789318600.1942,0.073,4379.0,31.37,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.2668,0.146,4566.5,33.33,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.3382,0.217,4698.5,34.90,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.4112,0.290,4114.2,28.63,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.4830,0.362,3932.2,27.06,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.5546,0.434,3751.2,25.10,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.6285,0.507,3564.8,23.14,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.7012,0.580,3383.0,21.57,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.7725,0.651,3207.0,19.61,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.8440,0.723,3033.5,18.04,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.9170,0.796,2860.0,16.08,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318600.9889,0.868,2691.8,14.51,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318601.0625,0.941,2523.2,12.55,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318601.1356,1.015,2358.2,10.59,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318601.2070,1.086,2199.0,9.02,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318601.2783,1.157,2040.8,7.06,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318601.3515,1.230,1878.5,5.10,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789318601.4248,1.304,1715.2,3.53,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318601.4961,1.375,1554.5,1.57,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318601.5671,1.446,1392.0,0.00,13.90,79.0,24.0,1,0,0,0,0,0,NONE,
