timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789380084.4403,-9.836,4527.0,162.3,12.94,20.25,33.50,2.40,36.5,50.8,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c46bcd3 TPS:486bd1411121f7 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380084.7442,-9.532,4750.0,733.8,21.18,27.10,36.00,2.40,36.5,55.6,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4a3853 TPS:486bd14111360c ADV:486bd1410ec89b MIL:486bd1410100000000c6
1789380085.0244,-9.252,5019.0,959.8,24.31,11.19,33.50,2.40,36.5,57.4,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4e6c8b TPS:486bd141113e14 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380085.4568,-8.819,5303.0,656.8,22.75,-3.63,34.00,2.40,36.5,56.5,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c52dcff TPS:486bd141113a10 ADV:486bd1410ec497 MIL:486bd1410100000000c6
1789380085.7367,-8.539,5267.0,-128.6,3.53,-68.65,60.00,2.40,36.5,45.3,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c524c6f TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380086.0552,-8.221,5093.0,-546.3,3.53,0.00,60.00,2.40,36.5,45.3,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4f94b4 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380086.4337,-7.842,4847.0,-649.9,3.53,0.00,60.00,2.40,36.5,45.3,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4bbcd8 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380086.8803,-7.396,4635.0,-474.7,6.27,6.15,60.00,2.40,36.5,46.9,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c486c85 TPS:486bd1411110e6 ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380087.2064,-7.070,4586.0,-150.3,7.06,2.41,55.50,2.40,36.5,47.4,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c47a8c0 TPS:486bd1411112e8 ADV:486bd1410eefc2 MIL:486bd1410100000000c6
1789380087.6978,-6.578,4401.0,-376.5,7.45,0.80,56.00,2.40,36.5,47.6,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c44c4d9 TPS:486bd1411113e9 ADV:486bd1410ef0c3 MIL:486bd1410100000000c6
1789380087.9982,-6.278,4425.0,79.9,8.24,2.61,54.00,2.40,36.5,48.1,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c45243a TPS:486bd1411115eb ADV:486bd1410eecbf MIL:486bd1410100000000c6
1789380088.2885,-5.988,4294.0,-451.2,9.02,2.70,44.00,2.40,36.5,48.5,5.12,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c43182c TPS:486bd1411117ed ADV:486bd1410ed8ab MIL:486bd1410100000000c6
