timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789380121.1177,-9.518,3316.0,591.3,10.20,-4.22,25.00,2.40,34.5,49.2,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c33d0d4 TPS:486bd141111af0 ADV:486bd1410eb285 MIL:486bd1410100000000c6
1789380121.4369,-9.199,3449.0,416.7,7.84,-7.37,33.00,2.40,34.5,47.8,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c35e4ea TPS:486bd1411114ea ADV:486bd1410ec295 MIL:486bd1410100000000c6
1789380121.8638,-8.772,3463.0,32.8,7.45,-0.92,33.00,2.40,34.5,47.6,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c361c23 TPS:486bd1411113e9 ADV:486bd1410ec295 MIL:486bd1410100000000c6
1789380122.1823,-8.453,3392.0,-222.9,7.45,0.00,32.50,2.40,34.5,47.6,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c350006 TPS:486bd1411113e9 ADV:486bd1410ec194 MIL:486bd1410100000000c6
1789380122.4536,-8.182,3320.0,-265.3,7.45,0.00,33.50,2.40,34.5,47.6,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c33e0e4 TPS:486bd1411113e9 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380122.7596,-7.876,3191.0,-421.5,7.06,-1.28,33.50,2.40,34.5,47.4,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c31dcde TPS:486bd1411112e8 ADV:486bd1410ec396 MIL:486bd1410100000000c6
1789380123.1813,-7.454,2866.0,-770.7,3.53,-8.37,30.00,2.40,34.5,45.3,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2cc8c5 TPS:486bd1411109df ADV:486bd1410ebc8f MIL:486bd1410100000000c6
1789380123.4776,-7.158,2218.0,-2186.9,3.92,1.32,23.50,2.40,34.5,45.6,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c22a89b TPS:486bd141110ae0 ADV:486bd1410eaf82 MIL:486bd1410100000000c6
1789380123.9237,-6.712,2089.0,-289.2,6.27,5.28,10.50,2.40,34.5,46.9,4.97,14.10,0.000,86.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c20a495 TPS:486bd1411110e6 ADV:486bd1410e9568 MIL:486bd1410100000000c6
1789380124.2272,-6.408,2196.0,352.5,7.06,2.58,8.50,2.40,34.5,47.4,4.94,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c225043 TPS:486bd1411112e8 ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789380124.5012,-6.134,2109.0,-317.5,8.24,4.29,4.00,2.40,34.5,48.1,4.94,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c20f4e5 TPS:486bd1411115eb ADV:486bd1410e885b MIL:486bd1410100000000c6
1789380124.7730,-5.862,2058.0,-187.6,9.02,2.89,4.00,2.40,37.6,48.5,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c202819 TPS:486bd1411117ed ADV:486bd1410e885b MIL:486bd1410100000000c6
1789380125.0454,-5.590,2108.0,183.6,9.02,0.00,6.00,2.40,37.6,48.5,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c20f0e1 TPS:486bd1411117ed ADV:486bd1410e8c5f MIL:486bd1410100000000c6
1789380125.3166,-5.319,2218.0,405.7,9.41,1.45,10.00,2.40,37.6,48.8,5.23,14.10,0.000,87.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c22a89b TPS:486bd1411118ee ADV:486bd1410e9467 MIL:486bd1410100000000c6
