timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789380069.5301,-10.137,5653.0,553.8,29.41,60.70,45.00,2.40,37.6,60.4,5.16,14.10,0.000,90.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c58547d TPS:486bd141114b21 ADV:486bd1410edaad MIL:486bd1410100000000c6
1789380069.8025,-9.865,5935.0,1035.3,17.25,-44.63,43.50,2.40,27.9,53.3,4.28,14.10,0.000,90.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c5cbce9 TPS:486bd141112c02 ADV:486bd1410ed7aa MIL:486bd1410100000000c6
1789380070.0902,-9.577,5999.0,222.5,17.25,0.00,60.00,2.40,28.0,53.3,4.30,14.10,0.000,90.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c5dbcea TPS:486bd141112c02 ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380070.6003,-9.067,5785.0,-419.5,3.53,-26.91,60.00,2.40,15.9,45.3,3.20,14.10,0.000,90.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c5a648f TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380070.8789,-8.789,5446.0,-1216.7,3.53,0.00,60.00,2.40,15.1,45.3,3.14,14.10,0.000,90.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c55183e TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380071.3724,-8.295,5139.0,-622.1,3.53,0.00,60.00,2.40,14.4,45.3,3.08,14.10,0.000,90.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c504c6d TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380071.6417,-8.026,4941.0,-735.3,3.53,0.00,60.00,2.40,14.0,45.3,3.06,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c4d3452 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380071.9093,-7.758,4686.0,-952.7,3.53,0.00,60.00,2.40,13.4,45.3,3.00,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c493852 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380072.2203,-7.447,4418.0,-861.7,3.53,0.00,60.00,2.40,9.4,45.3,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c45081e TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380072.4864,-7.181,4125.0,-1101.3,3.53,0.00,60.00,2.40,9.4,45.3,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c407485 TPS:486bd1411109df ADV:486bd1410ef8cb MIL:486bd1410100000000c6
1789380072.7741,-6.893,3859.0,-924.3,3.53,0.00,56.50,2.40,9.4,45.3,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c3c4c59 TPS:486bd1411109df ADV:486bd1410ef1c4 MIL:486bd1410100000000c6
1789380073.2002,-6.467,3388.0,-1105.5,3.53,0.00,51.50,2.40,9.4,45.3,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c34f0f5 TPS:486bd1411109df ADV:486bd1410ee7ba MIL:486bd1410100000000c6
1789380073.5368,-6.131,3126.0,-778.3,3.53,0.00,47.50,2.40,9.4,45.3,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c30d8d9 TPS:486bd1411109df ADV:486bd1410edfb2 MIL:486bd1410100000000c6
1789380073.8164,-5.851,2896.0,-822.6,3.53,0.00,36.50,2.40,9.4,45.3,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c2d403e TPS:486bd1411109df ADV:486bd1410ec99c MIL:486bd1410100000000c6
1789380074.0844,-5.583,2667.0,-854.7,3.53,0.00,22.50,2.40,9.4,45.3,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c29aca6 TPS:486bd1411109df ADV:486bd1410ead80 MIL:486bd1410100000000c6
1789380074.5194,-5.148,1582.0,-2493.9,3.14,-0.90,8.00,2.40,9.4,45.1,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c18b8a1 TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380074.8044,-4.863,2307.0,2544.5,3.14,0.00,8.50,2.40,9.4,45.1,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c240c01 TPS:486bd1411108de ADV:486bd1410e9164 MIL:486bd1410100000000c6
1789380075.2537,-4.414,2530.0,496.3,3.14,0.00,8.00,2.40,9.4,45.1,2.64,14.10,0.000,89.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c278880 TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380075.5314,-4.136,2366.0,-590.5,3.14,0.00,8.00,2.40,9.4,45.1,2.67,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c24f8ed TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380075.8168,-3.851,2258.0,-378.5,3.14,0.00,8.00,2.40,9.4,45.1,2.67,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c23483c TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380076.0822,-3.585,2038.0,-828.7,3.14,0.00,8.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1fd8c8 TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380076.3532,-3.314,1833.0,-756.6,3.14,0.00,8.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1ca491 TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380076.6415,-3.026,1641.0,-666.0,3.14,0.00,8.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c19a48e TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380077.5196,-2.148,1199.0,-503.4,3.14,0.00,11.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c12bc9f TPS:486bd1411108de ADV:486bd1410e9669 MIL:486bd1410100000000c6
1789380077.8228,-1.845,1261.0,204.5,3.14,0.00,11.50,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c13b498 TPS:486bd1411108de ADV:486bd1410e976a MIL:486bd1410100000000c6
1789380078.0969,-1.571,1252.0,-32.8,3.14,0.00,11.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c139074 TPS:486bd1411108de ADV:486bd1410e9669 MIL:486bd1410100000000c6
1789380078.3687,-1.299,1281.0,106.7,3.14,0.00,11.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1404e9 TPS:486bd1411108de ADV:486bd1410e9669 MIL:486bd1410100000000c6
