timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,trigger_event,raw_hex
1789326485.9227,0.000,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326486.4104,0.488,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326486.5458,0.623,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326486.6888,0.766,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326486.8352,0.913,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326486.9935,1.071,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326487.1488,1.226,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326487.2800,1.357,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326487.4416,1.519,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326487.9653,2.043,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326488.1119,2.189,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326488.2580,2.335,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326488.4225,2.500,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326488.5602,2.637,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326488.7054,2.783,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326488.8653,2.943,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326489.0086,3.086,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326489.5156,3.593,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326489.6639,3.741,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326489.8075,3.885,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326489.9691,4.046,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326490.1210,4.198,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326490.2690,4.346,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
1789326490.4150,4.492,0.0,0.0,3.14,0.00,12.50,0.000,22.0,22.0,1,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de
