timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,trigger_event,raw_hex
1789323267.3068,0.000,3807.2,0.0,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b7d2a7640371400d1
1789323267.3813,0.074,3814.0,90.6,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b982a7640371400ec
1789323267.4540,0.147,3819.2,72.2,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bad2a764037140001
1789323267.5263,0.219,3823.0,51.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bbc2a764037140010
1789323267.6011,0.294,3824.8,23.4,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc32a764037140017
1789323267.6729,0.366,3824.5,-3.5,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc22a764037140016
1789323267.7461,0.439,3822.0,-34.2,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb82a76403714000c
1789323267.8187,0.512,3817.8,-58.5,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba72a7640371400fb
1789323267.8929,0.586,3811.8,-80.8,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b8f2a7640371400e3
1789323267.9655,0.659,3805.0,-92.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b742a7640371400c8
1789323268.0382,0.731,3797.8,-99.8,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b572a7640371400ab
1789323268.1107,0.804,3790.8,-96.5,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b3b2a76403714008f
1789323268.1835,0.877,3784.5,-85.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b222a764037140076
1789323268.2558,0.949,3779.5,-69.1,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0e2a764037140062
1789323268.3290,1.022,3776.2,-44.4,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b012a764037140055
1789323268.4030,1.096,3775.0,-16.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afc2a76403714004f
1789323268.4756,1.169,3775.8,10.3,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013aff2a764037140052
1789323268.5474,1.241,3778.5,38.3,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0a2a76403714005e
1789323268.6192,1.312,3783.2,66.2,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b1d2a764037140071
1789323268.6911,1.384,3789.0,79.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b342a764037140088
1789323268.7640,1.457,3796.0,96.1,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b502a7640371400a4
1789323268.8363,1.529,3803.2,100.2,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b6d2a7640371400c1
1789323268.9093,1.602,3810.2,95.9,16.08,-5.37,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b89297640371400dc
1789323268.9811,1.674,3816.2,83.6,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba1297640371400f4
1789323269.0527,1.746,3821.0,66.3,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb429764037140007
1789323269.1250,1.818,3824.0,41.4,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc029764037140013
1789323269.1972,1.890,3824.8,10.4,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc329764037140016
1789323269.2687,1.962,3823.8,-14.0,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bbf29764037140012
1789323269.3400,2.033,3820.8,-42.1,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb329764037140006
1789323269.4120,2.105,3816.0,-66.0,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba0297640371400f3
1789323269.4839,2.177,3810.0,-83.4,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b88297640371400db
1789323269.5554,2.249,3803.0,-97.9,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b6c297640371400bf
1789323269.6268,2.320,3796.0,-98.1,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b50297640371400a3
1789323269.6990,2.392,3789.2,-93.5,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b3529764037140088
1789323269.7712,2.464,3783.2,-83.1,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b1d29764037140070
1789323269.8433,2.537,3778.5,-65.8,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0a2976403714005d
1789323269.9174,2.611,3775.8,-37.1,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013aff29764037140051
1789323269.9901,2.683,3775.0,-10.3,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afc2976403714004e
1789323270.0621,2.755,3776.2,17.3,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0129764037140054
1789323270.1350,2.828,3779.5,44.6,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0e29764037140061
1789323270.2077,2.901,3784.5,68.8,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b2229764037140075
1789323270.2795,2.973,3790.8,87.0,16.47,5.46,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b3b2a76403714008f
1789323270.3515,3.045,3797.8,97.3,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b572a7640371400ab
1789323270.4272,3.120,3805.2,99.1,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b752a7640371400c9
1789323270.5002,3.193,3812.0,92.5,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b902a7640371400e4
1789323270.5725,3.266,3817.8,79.4,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba72a7740371400fc
1789323270.6445,3.338,3822.0,59.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb82a77403714000d
1789323270.7163,3.409,3824.5,34.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc22a774037140017
1789323270.7882,3.481,3250.0,-7983.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323270.8647,3.558,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,TRIGGER_D_STEADY_TPS_RPM_DROP,8af111610132c82a774037140014
1789323270.9400,3.633,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.0167,3.710,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.0914,3.785,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.1664,3.860,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.2438,3.937,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.3196,4.013,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.3962,4.089,3779.5,6910.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af11161013b0e2a774037140063
1789323271.4709,4.164,3776.2,-43.5,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b012a774037140056
1789323271.5440,4.237,3775.0,-17.1,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afc2a774037140050
1789323271.6211,4.314,3775.8,9.7,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013aff2a774037140053
1789323271.6936,4.387,3778.8,41.4,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0b2a774037140060
1789323271.7668,4.460,3783.5,64.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b1e2a774037140073
1789323271.8396,4.533,3789.8,85.8,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b372a77403714008c
1789323271.9134,4.607,3796.8,94.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b532a7740371400a8
1789323271.9886,4.682,3804.2,99.7,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b712a7740371400c6
1789323272.0610,4.754,3811.2,96.6,16.08,-5.41,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b8d297740371400e1
1789323272.1348,4.828,3817.2,81.3,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba5297740371400f9
1789323272.2082,4.901,3821.8,61.4,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb72977403714000b
1789323272.2811,4.974,3824.2,34.3,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc129774037140015
1789323272.3757,5.069,3824.5,2.6,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc229774037140016
1789323272.4490,5.142,3822.5,-27.3,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bba2977403714000e
1789323272.5244,5.218,3818.2,-56.3,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba9297740371400fd
1789323272.5977,5.291,3812.5,-78.5,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b92297740371400e6
1789323272.6703,5.364,3805.8,-92.9,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b77297740371400cb
1789323272.7428,5.436,3798.5,-100.1,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b5a297740371400ae
1789323272.8162,5.509,3791.5,-95.3,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b3e29774037140092
1789323272.8895,5.583,3785.0,-88.7,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b2429774037140078
1789323272.9627,5.656,3779.8,-71.7,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0f29774037140063
1789323273.0378,5.731,3776.2,-46.6,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0129774037140055
1789323273.1105,5.804,3775.0,-17.2,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afc2977403714004f
