timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,trigger_event,raw_hex
1789323304.3724,0.000,3807.2,0.0,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b7d2a7640371400d1
1789323304.4458,0.073,3813.8,88.5,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b972a7640371400eb
1789323304.5179,0.145,3819.0,72.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bac2a764037140000
1789323304.5905,0.218,3822.8,51.6,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bbb2a76403714000f
1789323304.6661,0.294,3824.8,26.5,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc32a764037140017
1789323304.7389,0.367,3824.5,-3.4,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc22a764037140016
1789323304.8117,0.439,3822.0,-34.4,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb82a76403714000c
1789323304.8890,0.517,3817.5,-58.2,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba62a7640371400fa
1789323304.9632,0.591,3811.5,-80.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b8e2a7640371400e2
1789323305.0358,0.663,3804.8,-93.0,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b732a7640371400c7
1789323305.1082,0.736,3797.5,-100.1,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b562a7640371400aa
1789323305.1805,0.808,3790.5,-96.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b3a2a76403714008e
1789323305.2535,0.881,3784.2,-85.6,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b212a764037140075
