timestamp,elapsed_sec,rpm,tps_pct,battery_volts,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker
1789322865.5523,-2.255,1315.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322865.6329,-2.175,1323.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322865.7096,-2.098,1333.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322865.7861,-2.022,1345.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322865.8623,-1.946,1357.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322865.9445,-1.863,1369.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.0203,-1.788,1379.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.0968,-1.711,1386.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.1738,-1.634,1389.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.2507,-1.557,1389.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.3337,-1.474,1385.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.4105,-1.397,1377.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.4868,-1.321,1367.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.5633,-1.245,1356.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.6394,-1.168,1343.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.7230,-1.085,1331.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.7992,-1.009,1464.8,1.18,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.8753,-0.933,1660.0,3.53,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322866.9532,-0.855,1863.2,5.49,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322867.0291,-0.779,2065.0,7.84,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322867.1061,-0.702,2273.5,9.80,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322867.1824,-0.625,2483.2,12.16,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322867.2623,-0.546,2705.8,14.12,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322867.3478,-0.460,2946.0,16.86,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322867.4245,-0.383,3162.5,18.82,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322867.5016,-0.306,3379.2,20.78,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322867.5775,-0.230,3591.2,23.14,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322867.6541,-0.154,3802.2,25.10,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322867.7303,-0.078,4009.0,27.45,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322867.8078,0.000,4215.8,29.41,14.10,79.0,24.0,1,1,0,0,0,0,33,>>> TRIGGER_A_FAULT_DTC
1789322867.9050,0.097,4469.5,32.16,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322867.9868,0.179,4679.2,34.51,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.0639,0.256,4172.8,29.41,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.1403,0.332,3979.5,27.45,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.2170,0.409,3785.2,25.49,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.2951,0.487,3587.8,23.53,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.3761,0.568,3385.2,21.57,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.4536,0.646,3194.2,19.61,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.5312,0.723,3006.5,17.65,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.6081,0.800,2823.8,15.69,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.6900,0.882,2633.8,13.73,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.7663,0.958,2459.8,11.76,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.8427,1.035,2288.2,9.80,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322868.9202,1.112,2116.2,7.84,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322869.0025,1.195,1934.0,5.88,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322869.0788,1.271,1764.0,3.92,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322869.1548,1.347,1593.2,1.96,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322869.2314,1.424,1418.8,0.00,13.90,79.0,24.0,1,0,0,0,0,0,NONE,
1789322869.3080,1.500,1389.2,0.39,13.90,79.0,24.0,1,0,0,0,0,0,NONE,
1789322869.3957,1.588,1389.2,0.39,13.90,79.0,24.0,1,0,0,0,0,0,NONE,
