timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,efi_light,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,trigger_event,raw_hex
1789376078.5540,0.000,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,4.57,12.50,0.000,35.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376078.8244,0.270,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376079.1142,0.560,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376079.3993,0.845,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376079.6863,1.132,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376079.9906,1.437,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376080.4351,1.881,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,22.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376080.7099,2.156,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376081.0141,2.460,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376081.3011,2.747,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376081.7468,3.193,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376082.0216,3.468,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376082.4503,3.896,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376082.7561,4.202,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376083.0417,4.488,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376083.3304,4.776,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376083.6038,5.050,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376083.9077,5.354,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376084.3489,5.795,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376084.6261,6.072,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376084.8986,6.345,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
1789376085.1937,6.640,0.0,0.0,3.14,0.00,-30.00,2.73,0.0,101.3,1.80,12.50,0.000,92.0,51.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c0000d1 TPS:486bd1411108de ADV:486bd1410e4417 MIL:486bd1410100000000c6
