timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789323268.6911,-2.097,3789.0,79.9,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b342a764037140088
1789323268.7640,-2.024,3796.0,96.1,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b502a7640371400a4
1789323268.8363,-1.952,3803.2,100.2,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b6d2a7640371400c1
1789323268.9093,-1.879,3810.2,95.9,16.08,-5.37,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b89297640371400dc
1789323268.9811,-1.807,3816.2,83.6,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba1297640371400f4
1789323269.0527,-1.736,3821.0,66.3,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb429764037140007
1789323269.1250,-1.663,3824.0,41.4,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc029764037140013
1789323269.1972,-1.591,3824.8,10.4,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc329764037140016
1789323269.2687,-1.520,3823.8,-14.0,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bbf29764037140012
1789323269.3400,-1.448,3820.8,-42.1,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb329764037140006
1789323269.4120,-1.376,3816.0,-66.0,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba0297640371400f3
1789323269.4839,-1.304,3810.0,-83.4,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b88297640371400db
1789323269.5554,-1.233,3803.0,-97.9,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b6c297640371400bf
1789323269.6268,-1.161,3796.0,-98.1,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b50297640371400a3
1789323269.6990,-1.089,3789.2,-93.5,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b3529764037140088
1789323269.7712,-1.017,3783.2,-83.1,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b1d29764037140070
1789323269.8433,-0.945,3778.5,-65.8,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0a2976403714005d
1789323269.9174,-0.871,3775.8,-37.1,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013aff29764037140051
1789323269.9901,-0.798,3775.0,-10.3,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afc2976403714004e
1789323270.0621,-0.726,3776.2,17.3,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0129764037140054
1789323270.1350,-0.653,3779.5,44.6,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0e29764037140061
1789323270.2077,-0.581,3784.5,68.8,16.08,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b2229764037140075
1789323270.2795,-0.509,3790.8,87.0,16.47,5.46,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b3b2a76403714008f
1789323270.3515,-0.437,3797.8,97.3,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b572a7640371400ab
1789323270.4272,-0.361,3805.2,99.1,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b752a7640371400c9
1789323270.5002,-0.288,3812.0,92.5,16.47,0.00,14.10,0.000,78.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b902a7640371400e4
1789323270.5725,-0.216,3817.8,79.4,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba72a7740371400fc
1789323270.6445,-0.144,3822.0,59.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb82a77403714000d
1789323270.7163,-0.072,3824.5,34.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc22a774037140017
1789323270.7882,0.000,3250.0,-7983.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,>>> TRIGGER_D_STEADY_TPS_RPM_DROP,8af111610132c82a774037140014
1789323270.8647,0.076,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323270.9400,0.152,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.0167,0.228,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.0914,0.303,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.1664,0.378,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.2438,0.456,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.3196,0.531,3250.0,0.0,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af111610132c82a774037140014
1789323271.3962,0.608,3779.5,6910.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,33,,8af11161013b0e2a774037140063
1789323271.4709,0.683,3776.2,-43.5,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b012a774037140056
1789323271.5440,0.756,3775.0,-17.1,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013afc2a774037140050
1789323271.6211,0.833,3775.8,9.7,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013aff2a774037140053
1789323271.6936,0.905,3778.8,41.4,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b0b2a774037140060
1789323271.7668,0.979,3783.5,64.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b1e2a774037140073
1789323271.8396,1.051,3789.8,85.8,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b372a77403714008c
1789323271.9134,1.125,3796.8,94.9,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b532a7740371400a8
1789323271.9886,1.200,3804.2,99.7,16.47,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b712a7740371400c6
1789323272.0610,1.273,3811.2,96.6,16.08,-5.41,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013b8d297740371400e1
1789323272.1348,1.347,3817.2,81.3,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013ba5297740371400f9
1789323272.2082,1.420,3821.8,61.4,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bb72977403714000b
1789323272.2811,1.493,3824.2,34.3,16.08,0.00,14.10,0.000,79.0,24.0,1,0,0,0,0,0,NONE,,8af11161013bc129774037140015
