timestamp,elapsed_sec,rpm,tps_pct,battery_volts,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker
1789320325.3700,-2.068,3791.5,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320325.4411,-1.997,3798.2,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320325.5142,-1.924,3805.5,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320325.5852,-1.853,3812.2,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320325.6565,-1.781,3817.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320325.7274,-1.711,3822.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320325.7983,-1.640,3824.2,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320325.8694,-1.569,3824.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320325.9405,-1.497,3823.2,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.0118,-1.426,3819.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.0840,-1.354,3814.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.1545,-1.283,3808.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.2252,-1.213,3801.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.2966,-1.141,3794.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.3683,-1.070,3787.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.4395,-0.998,3782.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.5111,-0.927,3777.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.5823,-0.856,3775.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.6553,-0.783,3775.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.7264,-0.712,3776.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.7972,-0.641,3780.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.8683,-0.570,3785.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320326.9395,-0.498,3791.2,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320327.0108,-0.427,3798.2,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320327.0818,-0.356,3805.2,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320327.1529,-0.285,3812.0,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320327.2246,-0.213,3817.5,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320327.2956,-0.142,3821.8,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320327.3668,-0.071,3824.2,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320327.4379,0.000,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,>>> TRIGGER_D_STEADY_TPS_RPM_DROP
1789320327.5110,0.073,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320327.5826,0.145,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320327.6552,0.217,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320327.7283,0.290,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320327.8000,0.362,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320327.8726,0.435,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320327.9453,0.507,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320328.0186,0.581,3781.5,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320328.0919,0.654,3777.5,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.1629,0.725,3775.2,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.2339,0.796,3775.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.3046,0.867,3776.8,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.3758,0.938,3780.5,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.4466,1.009,3785.8,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.5181,1.080,3792.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.5892,1.151,3799.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.6620,1.224,3806.2,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.7332,1.295,3812.8,16.08,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.8044,1.366,3818.2,16.08,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320328.8761,1.438,3822.2,16.08,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
