timestamp,elapsed_sec,rpm,tps_pct,battery_volts,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker
1789322969.8617,-2.252,1315.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322969.9383,-2.176,1323.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.0141,-2.100,1333.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.0908,-2.023,1345.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.1677,-1.946,1357.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.2453,-1.869,1369.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.3233,-1.791,1379.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.4001,-1.714,1386.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.4773,-1.637,1389.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.5544,-1.560,1389.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.6321,-1.482,1385.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.7092,-1.405,1378.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.7859,-1.328,1368.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.8625,-1.252,1356.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322970.9468,-1.167,1343.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.0239,-1.090,1331.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.0999,-1.014,1460.5,1.18,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.1771,-0.937,1658.5,3.53,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.2592,-0.855,1872.8,5.88,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.3361,-0.778,2077.5,7.84,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.4131,-0.701,2285.8,10.20,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.4896,-0.624,2496.5,12.16,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.5664,-0.548,2710.5,14.51,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.6439,-0.470,2928.2,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.7212,-0.393,3146.2,18.82,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.7983,-0.316,3363.2,20.78,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.8749,-0.239,3577.0,23.14,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322971.9515,-0.163,3788.2,25.10,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322972.0287,-0.085,3998.2,27.45,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322972.1140,0.000,4226.0,29.80,14.10,79.0,24.0,1,1,0,0,0,0,33,>>> TRIGGER_A_FAULT_DTC
1789322972.1917,0.078,4429.0,31.76,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.2703,0.156,4631.0,34.12,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.3469,0.233,4694.5,34.90,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.4350,0.321,3999.2,27.45,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.5125,0.398,3802.8,25.88,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.5889,0.475,3609.5,23.92,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.6653,0.551,3418.2,21.96,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.7489,0.635,3211.5,19.61,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.8256,0.712,3025.8,18.04,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.9019,0.788,2844.2,16.08,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322972.9784,0.864,2666.0,14.12,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322973.0559,0.942,2488.8,12.16,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322973.1336,1.020,2314.2,10.20,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322973.2099,1.096,2144.5,8.24,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322973.2907,1.177,1965.2,6.27,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322973.3678,1.254,1794.0,4.31,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322973.4442,1.330,1622.8,2.35,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322973.5259,1.412,1436.8,0.39,13.90,79.0,24.0,1,0,0,0,0,0,NONE,
1789322973.6020,1.488,1389.0,0.39,13.90,79.0,24.0,1,0,0,0,0,0,NONE,
1789322973.6781,1.564,1389.8,0.39,13.90,79.0,24.0,1,0,0,0,0,0,NONE,
