timestamp,elapsed_sec,rpm,tps_pct,battery_volts,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker
1789318562.2581,-0.321,4543.0,32.94,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.2689,-0.310,4570.8,33.33,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.2801,-0.299,4599.2,33.73,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.2910,-0.288,4627.2,34.12,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.3020,-0.277,4655.2,34.12,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.3129,-0.266,4683.0,34.51,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.3239,-0.255,4700.5,34.90,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.3348,-0.244,4699.0,34.90,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.3457,-0.233,4697.8,34.90,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.3568,-0.222,4696.2,34.90,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.3677,-0.211,4694.8,34.90,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.3785,-0.201,4197.8,29.41,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.3898,-0.189,4169.2,29.41,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.4018,-0.177,4139.0,29.02,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.4128,-0.166,4111.2,28.63,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.4240,-0.155,4083.0,28.63,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.4347,-0.144,4056.0,28.24,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.4454,-0.134,4029.0,27.84,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.4566,-0.123,4000.8,27.45,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.4673,-0.112,3973.5,27.45,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.4783,-0.101,3945.8,27.06,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.4894,-0.090,3917.5,26.67,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.5008,-0.078,3888.5,26.67,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.5122,-0.067,3859.8,26.27,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.5231,-0.056,3832.0,25.88,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.5340,-0.045,3804.5,25.88,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.5458,-0.033,3774.5,25.49,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.5573,-0.022,3745.5,25.10,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.5681,-0.011,3718.0,24.71,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789318562.5791,0.000,1100.0,24.71,14.10,79.0,24.0,0,0,0,0,0,0,12,>>> TRIGGER_A_FAULT_DTC
1789318562.5908,0.012,1100.0,24.31,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.6023,0.023,1100.0,23.92,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.6135,0.034,1100.0,23.53,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.6248,0.046,1100.0,23.53,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.6357,0.057,1100.0,23.14,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.6465,0.067,1100.0,22.75,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.6573,0.078,1100.0,22.75,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.6680,0.089,1100.0,22.35,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.6789,0.100,1100.0,21.96,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.6904,0.111,1100.0,21.96,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.7015,0.122,1100.0,21.57,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.7127,0.134,1100.0,21.18,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.7239,0.145,1100.0,20.78,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.7348,0.156,1100.0,20.78,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.7458,0.167,1100.0,20.39,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.7573,0.178,1100.0,20.00,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.7681,0.189,1100.0,20.00,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.7792,0.200,1100.0,19.61,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.7904,0.211,1100.0,19.22,14.10,79.0,24.0,0,0,0,0,0,0,12,
1789318562.8016,0.222,1100.0,18.82,14.10,79.0,24.0,0,0,0,0,0,0,12,
