timestamp,elapsed_sec,rpm,tps_pct,battery_volts,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker
1789322878.2259,-2.262,1312.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322878.3029,-2.185,1317.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322878.3802,-2.107,1326.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322878.4569,-2.031,1337.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322878.5361,-1.951,1349.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322878.6132,-1.874,1362.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322878.6894,-1.798,1372.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322878.7659,-1.722,1381.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322878.8528,-1.635,1388.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322878.9300,-1.558,1389.8,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.0064,-1.481,1388.0,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.0828,-1.405,1382.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.1589,-1.329,1374.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.2351,-1.252,1363.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.3121,-1.175,1351.5,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.3961,-1.091,1338.2,0.39,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.4722,-1.015,1344.2,0.00,13.90,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.5484,-0.939,1538.2,1.96,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.6252,-0.862,1736.2,4.31,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.7040,-0.784,1943.8,6.67,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.7811,-0.706,2150.0,8.63,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.8585,-0.629,2361.0,10.98,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322879.9354,-0.552,2573.5,12.94,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322880.0118,-0.476,2787.2,14.90,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322880.0956,-0.392,3023.5,17.25,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322880.1719,-0.316,3238.2,19.61,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322880.2491,-0.238,3455.0,21.57,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789322880.3259,-0.162,3668.2,23.92,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322880.4029,-0.085,3879.8,25.88,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322880.4876,0.000,4107.8,28.24,14.10,79.0,24.0,1,1,0,0,0,0,33,>>> TRIGGER_A_FAULT_DTC
1789322880.5648,0.077,4311.8,30.59,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322880.6408,0.153,4509.5,32.55,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322880.7171,0.230,4700.8,34.90,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322880.8013,0.314,4130.0,29.02,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322880.8777,0.390,3936.2,27.06,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322880.9540,0.466,3743.2,25.10,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.0304,0.543,3550.5,23.14,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.1174,0.630,3333.2,21.18,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.1940,0.706,3145.5,19.22,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.2705,0.783,2961.2,17.25,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.3466,0.859,2781.8,15.29,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.4304,0.943,2587.8,13.33,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.5076,1.020,2413.0,11.37,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.5850,1.097,2239.8,9.41,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.6617,1.174,2069.2,7.45,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.7377,1.250,1901.0,5.49,14.10,79.0,24.0,1,1,0,0,0,0,33,
1789322881.8140,1.326,1731.0,3.53,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322881.8903,1.403,1559.2,1.57,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789322881.9678,1.480,1386.5,0.39,13.90,79.0,24.0,1,0,0,0,0,0,NONE,
1789322882.0593,1.572,1389.8,0.39,13.90,79.0,24.0,1,0,0,0,0,0,NONE,
