timestamp,elapsed_sec,rpm,tps_pct,battery_volts,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker
1789320269.7347,-2.069,3787.5,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320269.8058,-1.998,3794.2,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320269.8770,-1.927,3801.2,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320269.9481,-1.855,3808.2,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.0189,-1.785,3814.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.0904,-1.713,3819.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.1617,-1.642,3823.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.2327,-1.571,3824.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.3037,-1.500,3824.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.3749,-1.429,3822.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.4461,-1.357,3818.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.5172,-1.286,3812.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.5882,-1.215,3806.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.6599,-1.144,3798.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.7309,-1.073,3791.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.8019,-1.002,3785.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.8740,-0.930,3780.2,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320270.9457,-0.858,3776.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.0163,-0.787,3775.0,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.0872,-0.716,3775.2,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.1583,-0.645,3777.5,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.2314,-0.572,3781.8,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.3025,-0.501,3787.2,16.08,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.3737,-0.430,3794.0,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.4451,-0.358,3801.0,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.5165,-0.287,3808.0,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.5872,-0.216,3814.2,16.47,14.10,78.0,24.0,1,0,0,0,0,0,NONE,
1789320271.6590,-0.145,3819.5,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320271.7322,-0.071,3823.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320271.8035,0.000,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,>>> TRIGGER_A_FAULT_DTC
1789320271.8772,0.074,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320271.9501,0.147,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320272.0219,0.218,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320272.0941,0.291,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320272.1665,0.363,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320272.2400,0.436,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320272.3139,0.510,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320272.3856,0.582,3250.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320272.4576,0.654,3779.5,16.47,14.10,79.0,24.0,1,0,0,0,0,0,33,
1789320272.5309,0.727,3776.2,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320272.6018,0.798,3775.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320272.6726,0.869,3775.5,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320272.7437,0.940,3778.2,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320272.8149,1.011,3782.8,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320272.8860,1.082,3788.5,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320272.9570,1.153,3795.0,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320273.0287,1.225,3802.2,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320273.1002,1.297,3809.2,16.47,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320273.1712,1.368,3815.2,16.08,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
1789320273.2427,1.439,3820.2,16.08,14.10,79.0,24.0,1,0,0,0,0,0,NONE,
