timestamp,elapsed_sec,rpm,drpm_dt,tps_pct,dtps_dt,timing_advance_deg,coil_dwell_ms,engine_load_pct,map_kpa,injection_time_ms,battery_volts,dvolts_dt,coolant_temp_c,air_temp_c,crank_sync,coil_1_fault,coil_2_fault,coil_3_fault,coil_4_fault,tip_over,active_dtcs,event_marker,raw_hex
1789380076.3532,-10.081,1833.0,-756.6,3.14,0.00,8.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1ca491 TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380076.6415,-9.792,1641.0,-666.0,3.14,0.00,8.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c19a48e TPS:486bd1411108de ADV:486bd1410e9063 MIL:486bd1410100000000c6
1789380077.5196,-8.914,1199.0,-503.4,3.14,0.00,11.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c12bc9f TPS:486bd1411108de ADV:486bd1410e9669 MIL:486bd1410100000000c6
1789380077.8228,-8.611,1261.0,204.5,3.14,0.00,11.50,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c13b498 TPS:486bd1411108de ADV:486bd1410e976a MIL:486bd1410100000000c6
1789380078.0969,-8.337,1252.0,-32.8,3.14,0.00,11.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c139074 TPS:486bd1411108de ADV:486bd1410e9669 MIL:486bd1410100000000c6
1789380078.3687,-8.065,1281.0,106.7,3.14,0.00,11.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c1404e9 TPS:486bd1411108de ADV:486bd1410e9669 MIL:486bd1410100000000c6
1789380078.8382,-7.596,1358.0,164.0,3.14,0.00,10.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15381e TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380079.2315,-7.202,1366.0,20.3,3.14,0.00,10.00,2.40,18.0,45.1,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c15583e TPS:486bd1411108de ADV:486bd1410e9467 MIL:486bd1410100000000c6
1789380079.6675,-6.766,1310.0,-128.4,4.71,3.60,9.00,2.40,18.0,46.0,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c14785d TPS:486bd141110ce2 ADV:486bd1410e9265 MIL:486bd1410100000000c6
1789380079.9516,-6.482,1441.0,461.1,6.27,5.52,8.50,2.40,18.0,46.9,3.44,14.10,0.000,88.0,43.0,1,0,0,0,0,0,0,NONE,,RPM:486bd1410c16846b TPS:486bd1411110e6 ADV:486bd1410e9164 MIL:486bd1410100000000c6
